Source identifier,Date located,Title,Citation,DOI or repository identifier,Publication or repository page,Source file URL,Published file name,Date accessed,Source file SHA-256,Published rights or license terms,Location of rights or license terms,Reuse permitted by published terms,Disease or diseases,Germplasm detail,Phenotype detail,Assay or field context,Relationship to measurements in other reports,Scientific use,Starting publication identifiers,Starting publication titles,Citation-tracing depth,Matching source identifiers
onegen_0203,2026-07-14,"Mekonen M, Tesfaye K, Mengiste T et al (2024) Pathotype determination of sorghum anthracnose (Colletotrichum sublineola) isolates from Ethiopia using sorghum differentials. Front Microbiol 15:1458450",Pathotype determination of sorghum anthracnose (Colletotrichum sublineola) isolates from Ethiopia using sorghum differentials (2024),10.3389/fmicb.2024.1458450,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2024.1458450/full,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2024.1458450/xml/nlm,fmicb.2024.1458450.xml,2026-07-14,78af8376ea5a5275855a842f662f5ba916e22ed2b79c7fcc9a959177493fa909,Creative Commons Attribution 4.0,Https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2024.1458450/full,Reuse permitted under the published terms,Anthracnose pathotype,25 genotypes by 25 isolates,Public genotype-by-isolate binary matrix and severity summaries,The narrative field response and reported experiment describe the same study.,Distinct Ethiopian isolate-by-genotype experiment,Descriptive scientific context,prombib_164,Candidate genes for anthracnose resistance in Senegalese sorghum: a machine learning-based exploration,1,ref_mekonen_ethiopia_anthracnose_pathotypes_2024
onegen_0204,2026-07-14,"Melake-Berhan, A., Butler, L., Ejeta, G., & Menkir, A. (1996). Grain mold resistance and polyphenol accumulation in sorghum. Journal of Agricultural and Food Chemistry, 44, 2428–2434.","Melake-Berhan, A., Butler, L., Ejeta, G., & Menkir, A. (1996). Grain mold resistance and polyphenol accumulation in sorghum. Journal of Agricultural and Food Chemistry, 44, 2428–2434.",10.1021/jf950580x,,,,2026-07-14,,,,,,,,,,Literature context,prombib_105,"Genome-wide association study of grain mold resistance in sorghum association panel as affected by inoculation with Alternaria alternata alone and Alternaria alternata, Fusarium thapsinum, and Curvularia lunata combined",1,
onegen_0205,2026-07-14,"Mengistu G, Shimelis H, Laing M, Lule D. Breeding for anthracnose (Colletotrichum sublineolum’Henn.) resistance in sorghum: Challenges and opportunities. Aust J Crop Sci. 2018;12:1911–20.","Mengistu G, Shimelis H, Laing M, Lule D. Breeding for anthracnose (Colletotrichum sublineolum’Henn.) resistance in sorghum: Challenges and opportunities. Aust J Crop Sci. 2018;12:1911–20.",10.21475/ajcs.18.12.12.p1230,,,,2026-07-14,,,,,,,,,,Literature context,prombib_162; prombib_164,A machine learning approach to genome-wide association mapping of disease resistance and geographic origin in sorghum; Candidate genes for anthracnose resistance in Senegalese sorghum: a machine learning-based exploration,1,
onegen_0206,2026-07-14,"Moghal, S.M., Jagirdar, H.A., 1979. Reaction of sorghum varieties to natural infection of long smut, Tolyposporium ehrenbergii (Abstr.). In: Proceedings of the XXVI/XXVII Pakistan Science Conference, Lahore, Pakistan, p. 50-A.","Moghal, S.M., Jagirdar, H.A., 1979. Reaction of sorghum varieties to natural infection of long smut, Tolyposporium ehrenbergii (Abstr.). In: Proceedings of the XXVI/XXVII Pakistan Science Conference, Lahore, Pakistan, p. 50-A.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_024,Assessing the vulnerability of selected sorghum lines from the United States of America to long smut (Sporisorium ehrenbergii Vánky) disease,1,
onegen_0207,2026-07-14,Molecular characterization of anthracnose resistance gene in sorghum.,Molecular characterization of anthracnose resistance gene in sorghum.,,,,,2026-07-14,,,,,,,,,,Literature context,prombib_050; prombib_055,"Genetic diversity and pathotype determination of Colletotrichum sublineolum isolates causing anthracnose in sorghum; Sorghum pathology and biotechnology - a fungal disease perspective: Part II. Anthracnose, stalk rot, and downy mildew",1,
onegen_0208,2026-07-14,Molecular genetic evaluation of sorghum germplasm differing in response to fungal diseases: Rust (Puccinia purpurea) and anthracnose (Collectotrichum graminicola),Molecular genetic evaluation of sorghum germplasm differing in response to fungal diseases: Rust (Puccinia purpurea) and anthracnose (Collectotrichum graminicola),10.1007/s10681-005-9040-0,,,,2026-07-14,,,,,,,,,,Literature context,prombib_055; prombib_068; prombib_168,"Sorghum pathology and biotechnology - a fungal disease perspective: Part II. Anthracnose, stalk rot, and downy mildew; Tapping the US sweet sorghum collection to identify biofuel germplasm; The NPGS Sudan sorghum germplasm collection reveals a novel cluster of R genes associated with rust resistant.",1,
onegen_0209,2026-07-14,"Molecular mapping of Cg1, a gene for resistance to anthracnose (Colletotrichum sublineolum) in sorghum","Molecular mapping of Cg1, a gene for resistance to anthracnose (Colletotrichum sublineolum) in sorghum (2008)",10.1007/s10681-008-9791-5,https://doi.org/10.1007/s10681-008-9791-5,,article tables,,,,Https://doi.org/10.1007/s10681-008-9791-5,,Anthracnose,Mapping parents and progeny,Disease-response values for candidate mapping families,,Inheritance experiment used for genetic context,Literature context,prombib_035; prombib_050; prombib_055; prombib_066; prombib_069; prombib_086; prombib_087; prombib_097; prombib_106; prombib_126,"A Pictorial Technique for Mass Screening of Sorghum Germplasm for Anthracnose (Colletotrichum sublineolum) Resistance; Assessment of sorghum germplasm from Burkina Faso and South Africa to identify new sources of resistance to grain mold and anthracnose; Genetic diversity and pathotype determination of Colletotrichum sublineolum isolates causing anthracnose in sorghum; Genome-wide association mapping of anthracnose (Collectotrichum sublineolun) resistance in the U.S. sorghum association panel; Genome-wide association mapping of anthracnose (Colletotrichum sublineolum) resistance in NPGS Ethiopian sorghum germplasm; Genomic dissection of anthracnose (Colletotrichum sublineolum) resistance response in sorghum differential line SC112-14; Inheritance and molecular mapping of anthracnose resistance genes present in sorghum line SC112-14; Inheritance of resistance of three sorghum lines to pathotypes of Colletotrichum sublineola, causal agent of anthracnose; Sorghum pathology and biotechnology - a fungal disease perspective: Part II. Anthracnose, stalk rot, and downy mildew; The inheritance of anthracnose (Colletotrichum sublineola) resistance in sorghum differential lines QL3 and IS18760",1,prom_cg1_anthracnose_mapping_2008
onegen_0210,2026-07-14,Molecular mapping of genomic regions harboring QTLs for stalk rot resistance in sorghum,Molecular mapping of genomic regions harboring QTLs for stalk rot resistance in sorghum,10.1007/s10681-007-9472-9,,,,2026-07-14,,,,,,,,,,Literature context,prombib_055,"Sorghum pathology and biotechnology - a fungal disease perspective: Part II. Anthracnose, stalk rot, and downy mildew",1,
onegen_0211,2026-07-14,"Moore J, TeBeest D (2005) Pathotypes of Colletotrichum sublineolum in Arkansas. Phytopathology 95(6):S71","Moore J, TeBeest D (2005) Pathotypes of Colletotrichum sublineolum in Arkansas. Phytopathology 95(6):S71",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_066,Inheritance and molecular mapping of anthracnose resistance genes present in sorghum line SC112-14,1,
onegen_0212,2026-07-14,"Morales-Salva A (2022) Genome-wide association analysis of anthracnose resistance in NPGS Yemen sorghum [Sorghum bicolor (L.) Moench] germplasm. University of Puerto Rico-Mayaguez Campus, Mayaguez","Morales-Salva A (2022) Genome-wide association analysis of anthracnose resistance in NPGS Yemen sorghum [Sorghum bicolor (L.) Moench] germplasm. University of Puerto Rico-Mayaguez Campus, Mayaguez",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_161,The NPGS Sudanese sorghum core collection encloses novel grain mold resistant germplasm,1,
onegen_0213,2026-07-14,Mycoflora analysis of hybrid sorghum grain collected from different locations in south Texas,Mycoflora Analysis of Hybrid Sorghum Grain Collected from Different Locations in South Texas (2014),10.9734/ajea/2015/14590,https://doi.org/10.9734/ajea/2015/14590,,main article tables,,,,Https://doi.org/10.9734/ajea/2015/14590,,Seed mycoflora,Hybrid sorghum grain samples from South Texas,Fungal-isolation study used for mycological context,Seed-mycology context,Fungal-isolation study used for mycological context,Literature context,prombib_069; prombib_088; prombib_105; prombib_110; prombib_139; prombib_147; prombib_171,"Agronomic traits of sorghum cultivars from the US and Senegal and their response to grain mold infection; Assessment of sorghum germplasm from Burkina Faso and South Africa to identify new sources of resistance to grain mold and anthracnose; Frequency of isolation of four fungal species colonizing sorghum grain collected from six lines in an anthracnose-infected field; Genome-wide association study of grain mold resistance in sorghum association panel as affected by inoculation with Alternaria alternata alone and Alternaria alternata, Fusarium thapsinum, and Curvularia lunata combined; Mycoflora analysis and other measured parameters of sorghum seeds collected from Puerto Rico and Mexico; Reaction of sorghum differentials to grain mold infection in Puerto Rico; Screening sorghum accessions for resistance against anthracnose and grain mold through inoculating with pathogens",1,prom_hybrid_seed_mycoflora_texas_2014
onegen_0214,2026-07-14,"Mycological evaluation of a sorghum grain of Argentina, with emphasis on the characterization of Fusarium species","Mycological evaluation of a sorghum grain of Argentina, with emphasis on the characterization of Fusarium species",10.1006/fmic.1998.0250,,,,2026-07-14,,,,,,,,,,Literature context,prombib_015; prombib_022; prombib_067,"Mycoflora analysis of hybrid sorghum grain collected from different locations in South Texas; Seed Mycoflora for Grain Mold from Natural Infection in Sorghum Germplasm Grown at Isabela, Puerto Rico and their Association with Kernel Weight and Germination; The Effects of Fusarium thapsinum, Curvularia lunata , and Their Combination on Sorghum Germination and Seed Mycoflora",1,
onegen_0215,2026-07-14,"Nagesh Kumar MV, Ramya V, Govindaraj M, Dandapani A, Maheshwaramma S, Ganapathy KN et al. (2022) India’s rainfed sorghum improvement: Three decades of genetic gain assessment for yield, grain quality, grain mold and shoot fly resistance. Front Plant Sci 13:1056040",Nagesh Kumar MV et al. Frontiers in Plant Science. 2022;13:1056040.,10.3389/fpls.2022.1056040,https://doi.org/10.3389/fpls.2022.1056040,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1056040/pdf,onegen_0215_nagesh_kumar_mv_ramya_v_govindaraj_m_dandapani_a_maheshwaramma_s_ganapathy_kn_et_al_2022_i.pdf,2026-07-14,8fd35925d9a47517a4961a7c60b5841141755fd0d6a05230c32ddff5c4332081,Creative Commons Attribution 4.0,Article license,Reuse permitted under the published terms,Grain mold,24 named released varieties,Grain-mold responses for 24 named released varieties,Indian genetic-gain evaluation,Distinct genetic-gain study.,Descriptive scientific context,prombib_165; prombib_171,Agronomic traits of sorghum cultivars from the US and Senegal and their response to grain mold infection; Machine learning reveals complex genetics of fungal resistance in sorghum grain mold,1,
onegen_0216,2026-07-14,"Nair, S.K., B.M. Prasanna, R.S. Rathore, T.A.S. Setty, R. Kumar, N.N. Singh, 2004: Genetic analysis of resistance to sorghum downy mildew and Rajasthan downy mildew in maize (Zea mays L.). Field Crops Res. 89, 379–387.","Nair, S.K., B.M. Prasanna, R.S. Rathore, T.A.S. Setty, R. Kumar, N.N. Singh, 2004: Genetic analysis of resistance to sorghum downy mildew and Rajasthan downy mildew in maize (Zea mays L.). Field Crops Res. 89, 379–387.",10.1016/j.fcr.2004.02.017,,,,2026-07-14,,,,,,,,,,Literature context,prombib_043; prombib_055,"Response of sorghum accessions from Chad and Uganda to natural infection by the downy mildew pathogen, Peronosclerospora sorghi in Mexico and the USA; Sorghum pathology and biotechnology - a fungal disease perspective: Part II. Anthracnose, stalk rot, and downy mildew",1,
onegen_0217,2026-07-14,"Natarajan P, Ahn E, Reddy UK et al (2021) RNA-sequencing in resistant (QL3) and susceptible (Theis) sorghum cultivars inoculated with Johnsongrass isolates of Colletotrichum sublineola. Front Genet 12:722519",RNA-Sequencing in Resistant (QL3) and Susceptible (Theis) Sorghum Cultivars Inoculated With Johnsongrass Isolates of Colletotrichum sublineola (2021),10.3389/fgene.2021.722519,https://doi.org/10.3389/fgene.2021.722519,,article and sequence data,,,Creative Commons Attribution 4.0,Https://doi.org/10.3389/fgene.2021.722519,Reuse permitted under the published terms,Anthracnose,QL3 and Theis,Anthracnose-induced transcriptomic responses in QL3 and Theis,RNA sequencing after inoculation with Johnsongrass isolates of Colletotrichum sublineola,Mechanistic comparison of QL3 and Theis after anthracnose inoculation,Literature context,prombib_164,Candidate genes for anthracnose resistance in Senegalese sorghum: a machine learning-based exploration,1,prom_rna_seq_anthracnose_2021
onegen_0218,2026-07-14,"New sorghum leaf blight resistance sources: Identification, description and reactions of F1 hybrids","New sorghum leaf blight resistance sources: Identification, description and reactions of F1 hybrids",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_137; prombib_174,"A genome-wide association study of Nigerien and Senegalese sorghum germplasms of Exserohilum turcicum, the causal agent of leaf blight; Genomic analysis of resistance to Exserohilum turcicum in Nigerien and Senegalese sorghum using GWAS and machine learning",1,
onegen_0219,2026-07-14,NEW SOURCES OF GRAIN MOLD RESISTANCE AMONG SORGHUM ACCESSIONS FROM SUDAN,New Sources of Grain Mold Resistance among Sorghum Accessions from Sudan (2009),URL:https://doaj.org/article/0631ad81de1a4ab1be92e1b87d8f5266,https://doaj.org/article/0631ad81de1a4ab1be92e1b87d8f5266,,article tables,,,,Https://doaj.org/article/0631ad81de1a4ab1be92e1b87d8f5266,,Grain mold,Sudan accessions,Disease-response values for candidate accessions,,,Literature context,prombib_047; prombib_064; prombib_069; prombib_089; prombib_090; prombib_098; prombib_105; prombib_106; prombib_110; prombib_149,"Assessment of sorghum germplasm from Burkina Faso and South Africa to identify new sources of resistance to grain mold and anthracnose; Association analysis of grain mould resistance in a core collection of NPGS Ethiopian sorghum germplasm; Evaluation of selected sorghum lines and hybrids for resistance to grain mold and long smut fungi in Senegal, West Africa; Genome-wide association mapping of grain mold resistance in the U.S. sorghum association panel; Genome-wide association study of grain mold resistance in sorghum association panel as affected by inoculation with Alternaria alternata alone and Alternaria alternata, Fusarium thapsinum, and Curvularia lunata combined; Genomic dissection of anthracnose (Colletotrichum sublineolum) resistance response in sorghum differential line SC112-14; Population structure of the NPGS Senegalese sorghum collection and its evaluation to identify new disease resistant genes; Response of sorghum lines and hybrids from the United States to long smut and grain mold; Screening sorghum accessions for resistance against anthracnose and grain mold through inoculating with pathogens; Sorghum pathology and biotechnology - a fungal disease perspective: Part I. Grain mold, head smut, and ergot",1,prom_sudan_grain_mold_sources_2009
